0,1,labels
2.0373092,-0.32829183,9.641301
1.634017,1.0987018,11.026448
-0.88625187,0.7615158,7.8166723
0.5250392,1.6102022,12.967454
-1.5098706,0.6096516,13.792878
0.5660241,2.013008,12.90164
-0.039271556,0.028096613,5.9853535
-0.9649586,-1.0114441,5.9934616
0.5534727,0.26661298,4.8524666
-0.14165685,-0.5274909,4.929303
1.639991,1.0984411,11.029538
1.7348071,-0.79312295,8.576529
-0.51755863,-1.1167116,11.119328
0.9321639,1.8646301,12.575115
0.6712543,-2.2099717,9.862674
-1.331202,-0.9073419,12.937974
1.256891,1.5826131,12.002653
0.367586,1.2681279,13.089154
-0.12151017,1.7417773,13.450277
-1.5286298,-1.8015727,12.221545
0.85271156,-2.088589,9.69366
-0.9097224,-1.6992404,11.421313
-0.7440646,-0.6676583,6.1817765
0.9871504,-0.4364727,8.304113
0.6891796,0.63351494,5.425463
-0.32034805,-0.6924757,11.282569
0.7995333,1.8308934,12.741894
-1.5993526,-2.0337071,12.072295
0.8097213,0.8027034,5.5401154
-0.80673075,-1.3849614,11.531098
-0.58011544,0.96389705,7.7633495
-1.3447137,-1.478834,12.334273
-0.87659574,2.3058686,13.853126
0.9380981,1.4934119,12.252878
1.3787137,1.7144183,11.986851
-0.5673156,-0.63579875,5.67928
0.41411942,1.5923532,13.092907
1.5035359,-1.9796089,8.806767
-0.75607187,-0.3358888,6.7502866
1.9006253,-0.10587302,9.80986
0.112033255,1.6523585,13.303414
0.1897684,0.6949015,6.5951433
-0.007153176,0.820271,7.924883
0.013324745,-0.22530754,5.2203674
-0.07764759,-0.037306104,5.9021206
0.18446574,0.9043476,13.009605
1.2704207,-1.6607286,8.602591
-0.24623355,-1.8923509,10.532311
1.6000029,-2.3673935,9.211209
-0.33382732,0.47406486,7.230205
-0.9859285,-0.0023062415,7.272598
2.0416133,-0.38118616,9.603976
-1.228299,-0.65522075,13.108171
0.34911385,0.82613844,12.523778
-0.0055530295,0.43432304,6.5477853
0.7365164,-0.12832624,8.129777
-0.7614748,-0.8882115,5.7373457
-0.7534432,2.3369236,13.748528
-0.8551746,0.77994186,7.777333
1.5443467,-2.4472628,9.345512
-0.23129418,-0.43274465,5.4772635
-0.7610943,-0.33610332,6.7737327
0.79418105,0.9203448,5.785686
0.950269,-1.3039302,8.559764
1.0554782,1.2838115,11.871676
-0.42005327,1.0071224,7.58314
2.0786965,-0.2316265,9.7613535
-0.8971649,-0.7046075,6.429139
1.477652,-2.430735,9.413225
-0.50653803,-0.3197016,6.2356176
0.54529756,0.5856599,5.684616
-0.62125707,-0.5603956,6.033838
0.29067805,0.89313835,6.633962
-0.43235555,-0.50302494,5.65293
-0.9492255,-1.9464666,11.346154
-0.27210993,-1.3573856,10.686083
-0.4223545,0.8330768,7.5395384
-1.0237471,1.1384081,13.711061
-0.22910371,-0.7367838,4.836223
1.3342755,-2.037595,9.238177
1.002067,0.69133544,4.9502068
0.56785256,-1.9385804,9.8407135
0.16743648,0.22188224,11.784646
-0.6683331,-1.1659845,11.5151005
0.5393366,0.5023122,5.433693
1.086448,0.53911495,10.71024
-0.6609862,-0.7133402,12.173121
1.603071,1.3526431,11.349013
-0.2991039,-1.4071441,10.698134
-0.4482998,-0.87410676,11.384648
1.5417113,0.2690406,10.116278
1.9211394,-0.8095811,8.658831
-0.7035592,0.81508446,7.689253
-0.0639882,0.5537383,6.899428
-0.137959,-1.7551051,10.434449
1.4652236,-0.576803,8.383651
-0.37699702,-1.2463976,10.834695
-0.36745766,1.1975713,7.454558
0.17557308,0.009730857,5.2428737
1.6851054,0.23972823,10.117865
-0.778516,-0.6320713,6.3194275
0.48298672,0.9311989,6.4037066
-0.72412163,0.17968872,8.153566
-1.2804825,1.3318471,13.861359
